page_start,date_of_occurrence,time_of_occurrence,reason_for_force,service_rendered,citizen_injured,citizen_influence_assessment,officer_injured,citizen_race,citizen_gender,notes,officer_involved,name_badge_number,badge_number,force_used_1,force_used_1_effective,force_used_2,force_used_2_effective,force_used_3,force_used_3_effective,force_used_4,force_used_4_effective,force_used_5,force_used_5_effective,force_used_6,force_used_6_effective,force_used_7,force_used_7_effective,force_used_8,force_used_8_effective,officer_name,id
440,2019-02-14T00:00:00Z,11:09:00,combative subject,call for service,yes,emotionally disturbed,yes,white,male,NA,incident_officer_1,katie gausepohl - 5027,5027,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,katie gausepohl,440-2019-m
1082,2018-03-05T00:00:00Z,16:00:00,active aggression,effecting an arrest,no,excited,no,white,male,NA,incident_officer_2,aaron browning - 7280,7280,other (in narrative),yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aaron browning,1082-2018-m
2858,2017-08-09T00:00:00Z,16:58:00,combative subject,call for service,yes,other,yes,black,male,NA,incident_officer_1,robert yoshioka - 7273,7273,verbal directions,no,de-escalation techniques,no,take down,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,robert yoshioka,2858-2017-m
3094,2017-08-24T00:00:00Z,09:00:00,effect an arrest,warrant service,yes,excited,yes,black,male,NA,incident_officer_1,sean jones - 7524,7524,verbal directions,no,come-along,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sean jones,3094-2017-m
3054,2017-08-21T00:00:00Z,15:48:00,non-compliance,traffic stop,yes,normal,yes,black,male,NA,incident_officer_4,john chenault - 7191,7191,ecw cartridge deployed,limited,verbal directions,no,de-escalation techniques,no,empty hand control,no,ecw stun feature,no,NA,NA,NA,NA,NA,NA,john chenault,3054-2017-m
3257,2017-09-10T00:00:00Z,23:33:00,resisting arrest,effecting an arrest,yes,alcohol and drug impaired,no,hispanic,male,NA,incident_officer_1,kenneth drury - 7685,7685,verbal directions,no,empty hand strikes,yes,de-escalation techniques,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,kenneth drury,3257-2017-m
18,2017-01-16T00:00:00Z,22:22:00,assaulting citizen,call for service,yes,emotionally disturbed,no,black,male,NA,incident_officer_2,ethan guetig - 7247,7247,verbal directions,no,take down,yes,empty hand control,yes,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,ethan guetig,18-2017-m
2122,2017-06-14T00:00:00Z,18:41:00,resisting arrest,call for service,yes,alcohol and drug impaired,yes,white,male,NA,incident_officer_2,joseph hardison - 7251,7251,verbal directions,no,empty hand control,yes,kick,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joseph hardison,2122-2017-m
2236,2017-06-22T00:00:00Z,21:16:00,active aggression,call for service,yes,drug impaired,no,white,male,NA,incident_officer_3,tyler reed - 7372,7372,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyler reed,2236-2017-m
1668,2018-05-16T00:00:00Z,14:32:00,escape,other,yes,other,yes,black,male,NA,incident_officer_3,james walsh - 5050,5050,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,james walsh,1668-2018-m
795,2017-03-13T00:00:00Z,22:36:00,active aggression,call for service,yes,emotionally disturbed,no,black,male,NA,incident_officer_2,lonzo mcconico - 7312,7312,ecw cartridge deployed,limited,verbal directions,no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,lonzo mcconico,795-2017-m
1000,2018-03-29T00:00:00Z,NA,resisting arrest,warrant service,no,excited,no,black,male,NA,incident_officer_2,jacob lamb - 5039,5039,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jacob lamb,1000-2018-m
1893,2017-05-30T00:00:00Z,02:20:00,resisting arrest,effecting an arrest,yes,normal,yes,white,female,NA,incident_officer_5,ashley spratt - 7454,7454,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ashley spratt,1893-2017-m
861,2019-03-17T00:00:00Z,05:46:00,active aggression,call for service,yes,emotionally disturbed,no,white,female,NA,incident_officer_1,geoffrey doherty - 7474,7474,verbal directions,no,empty hand control,no,empty hand strikes,yes,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,geoffrey doherty,861-2019-m
3564,2017-09-26T00:00:00Z,23:02:00,combative subject,call for service,yes,emotionally disturbed,no,white,male,NA,incident_officer_4,charles grider - 7828,7828,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,charles grider,3564-2017-m
1358,2019-05-10T00:00:00Z,15:39:00,suicide attempts,mental inquest warrant,yes,emotionally disturbed,yes,white,male,NA,incident_officer_2,larry singleton - 2346,2346,ecw cartridge deployed,yes,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,larry singleton,1358-2019-m
1940,2018-06-09T00:00:00Z,16:02:00,resisting arrest,effecting an arrest,yes,drug impaired,no,black,male,NA,incident_officer_2,leslee wagner - 6877,6877,ecw stun feature,yes,verbal directions,no,ecw cartridge deployed,no,de-escalation techniques,no,empty hand control,no,NA,NA,NA,NA,NA,NA,leslee wagner,1940-2018-m
2789,2019-10-26T00:00:00Z,16:00:00,active aggression,call for service,yes,alcohol impaired,yes,black,male,NA,incident_officer_2,bradley aubin - 7573,7573,ecw cartridge deployed,no,take down,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bradley aubin,2789-2019-m
2661,2018-08-16T00:00:00Z,01:47:00,attempting escape,self initiated,yes,excited,no,white,male,NA,incident_officer_2,marc christiansen - 7823,7823,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marc christiansen,2661-2018-m
2418,2018-07-17T00:00:00Z,15:03:00,active aggression,call for service,yes,other,yes,white,male,NA,incident_officer_1,ryan kays - 7258,7258,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ryan kays,2418-2018-m
193,2018-06-18T00:00:00Z,13:10:00,resisting arrest,call for service,yes,other,yes,white,male,NA,incident_officer_3,thomas pugh - 2501,2501,take down,yes,empty hand control,yes,empty hand strikes,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,thomas pugh,193-2018-m
3771,2017-10-11T00:00:00Z,16:41:00,resisting arrest,call for service,yes,excited,no,white,male,NA,incident_officer_2,mason brown - 7915,7915,take down,yes,de-escalation techniques,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mason brown,3771-2017-m
533,2018-02-15T00:00:00Z,03:15:00,combative subject,call for service,yes,alcohol impaired,no,white,male,NA,incident_officer_1,william greenwell - 7475,7475,verbal directions,no,hobble,yes,come-along,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,william greenwell,533-2018-m
2681,2018-08-16T00:00:00Z,11:43:00,non-compliance,self initiated,yes,excited,no,hispanic,male,NA,incident_officer_1,matthew thomerson - 6963,6963,empty hand control,yes,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,matthew thomerson,2681-2018-m
2201,2018-06-29T00:00:00Z,11:55:00,effect an arrest,call for service,yes,NA,yes,white,female,NA,incident_officer_1,amy tanner - 2532,2532,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,amy tanner,2201-2018-m
761,2019-03-10T00:00:00Z,21:00:00,resisting arrest,call for service,yes,alcohol impaired,no,black,male,NA,incident_officer_2,demetrius latham - 7481,7481,hobble,yes,empty hand control,yes,de-escalation techniques,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,demetrius latham,761-2019-m
2306,2017-06-29T00:00:00Z,16:51:00,resisting arrest,self initiated,yes,alcohol and drug impaired,yes,white,male,NA,incident_officer_2,david crask - 7194,7194,verbal directions,no,empty hand control,no,kick,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,david crask,2306-2017-m
18,2017-01-16T00:00:00Z,22:22:00,assaulting citizen,call for service,yes,emotionally disturbed,no,black,male,NA,incident_officer_1,kody despain - 7305,7305,empty hand control,yes,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kody despain,18-2017-m
3765,2018-11-29T00:00:00Z,23:08:00,active aggression,call for service,no,drug impaired,yes,black,male,NA,incident_officer_1,justin nava - 7370,7370,de-escalation techniques,no,verbal directions,no,empty hand control,no,ecw stun feature,yes,take down,no,NA,NA,NA,NA,NA,NA,justin nava,3765-2018-m
326,2017-02-04T00:00:00Z,16:14:00,effect an arrest,call for service,yes,other,no,black,male,NA,incident_officer_2,benjamie dean - 7242,7242,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,benjamie dean,326-2017-m
2780,2019-10-26T00:00:00Z,15:20:00,effect an arrest,effecting an arrest,no,excited,yes,other,female,NA,incident_officer_1,adam moseley - 7485,7485,empty hand control,no,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,adam moseley,2780-2019-m
604,2018-02-20T00:00:00Z,01:37:00,active aggression,vehicle pursuit,yes,excited,no,black,male,NA,incident_officer_2,matthew swicegood - 7420,7420,verbal directions,no,empty hand control,yes,empty hand strikes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,matthew swicegood,604-2018-m
3833,2017-10-19T00:00:00Z,23:16:00,active aggression,field interview contact,yes,alcohol and drug impaired,no,black,male,NA,incident_officer_1,helen walton johnson - 7154,7154,verbal directions,no,empty hand strikes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,helen walton johnson,3833-2017-m
816,2018-03-12T00:00:00Z,08:56:00,active aggression,self initiated,yes,drug impaired,no,white,male,NA,incident_officer_1,charles rader - 7984,7984,empty hand control,no,ecw cartridge deployed,no,verbal directions,no,take down,no,NA,NA,NA,NA,NA,NA,NA,NA,charles rader,816-2018-m
2266,2018-07-03T00:00:00Z,21:10:00,effect an arrest,call for service,yes,alcohol impaired,no,white,male,NA,incident_officer_4,vaun brannock - 7426,7426,verbal directions,no,empty hand control,yes,de-escalation techniques,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,vaun brannock,2266-2018-m
1523,2018-05-07T00:00:00Z,20:16:00,failure to comply,call for service,yes,emotionally disturbed,no,white,male,NA,incident_officer_1,john sholar - 7416,7416,verbal directions,no,empty hand control,yes,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,john sholar,1523-2018-m
3593,2018-11-18T00:00:00Z,13:00:00,effect an arrest,effecting an arrest,no,excited,yes,hispanic,male,NA,incident_officer_1,orlando edwards - 2310,2310,de-escalation techniques,no,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,orlando edwards,3593-2018-m
1036,2019-03-31T00:00:00Z,01:52:00,failure to comply,call for service,yes,NA,yes,black,male,NA,incident_officer_4,noah straman - 5000,5000,come-along,no,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,noah straman,1036-2019-m
2927,2019-11-17T00:00:00Z,07:32:00,effect an arrest,call for service,yes,drug impaired,no,white,female,NA,incident_officer_1,joseph berg - 7817,7817,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joseph berg,2927-2019-m
1507,2018-05-05T00:00:00Z,03:50:00,active aggression,effecting an arrest,no,alcohol impaired,no,black,male,NA,incident_officer_1,rose fountain - 7268,7268,empty hand strikes,yes,verbal directions,no,empty hand control,no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,rose fountain,1507-2018-m
144,2019-01-13T00:00:00Z,15:12:00,resisting arrest,call for service,no,normal,no,white,male,NA,incident_officer_1,sean verdi - 2278,2278,verbal directions,no,empty hand control,yes,impact weapon,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sean verdi,144-2019-m
2473,2017-07-14T00:00:00Z,22:35:00,resisting arrest,call for service,yes,normal,no,black,male,NA,incident_officer_1,david pratt - 7217,7217,empty hand control,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,david pratt,2473-2017-m
303,2018-01-26T00:00:00Z,13:46:00,resisting arrest,traffic stop,yes,normal,no,white,male,NA,incident_officer_2,brian hamblen - 7202,7202,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,brian hamblen,303-2018-m
1839,2018-05-30T00:00:00Z,22:30:00,effect an arrest,warrant service,yes,normal,yes,black,male,NA,incident_officer_2,jarod hummer - 7086,7086,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jarod hummer,1839-2018-m
380,2017-02-10T00:00:00Z,10:43:00,combative subject,call for service,yes,excited,no,black,male,NA,incident_officer_1,jonathan herring - 7082,7082,verbal directions,no,empty hand control,yes,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jonathan herring,380-2017-m
408,2018-02-03T00:00:00Z,01:45:00,effect an arrest,traffic stop,yes,normal,no,black,male,NA,incident_officer_2,tyler holland - 7949,7949,de-escalation techniques,no,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tyler holland,408-2018-m
1131,2019-03-21T00:00:00Z,10:30:00,failure to comply,effecting an arrest,yes,drug impaired,no,black,male,NA,incident_officer_3,david ledbetter - 7792,7792,special impact munitions,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,david ledbetter,1131-2019-m
275,2017-01-29T00:00:00Z,23:45:00,effect an arrest,call for service,yes,emotionally disturbed,no,black,female,NA,incident_officer_2,jeffrey bishop - 7111,7111,de-escalation techniques,no,take down,yes,verbal directions,no,hobble,yes,empty hand control,no,NA,NA,NA,NA,NA,NA,jeffrey bishop,275-2017-m
1355,2018-04-22T00:00:00Z,03:00:00,in defense of others,call for service,no,alcohol impaired,no,white,male,NA,incident_officer_2,marc crawford - 7240,7240,empty hand control,no,verbal directions,no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marc crawford,1355-2018-m
2170,2017-06-19T00:00:00Z,18:18:00,effect an arrest,call for service,yes,alcohol impaired,no,white,male,NA,incident_officer_1,beau gadegaard - 7201,7201,verbal directions,no,de-escalation techniques,no,take down,no,empty hand control,no,knee strike(s),no,NA,NA,NA,NA,NA,NA,beau gadegaard,2170-2017-m
2816,2019-11-01T00:00:00Z,16:08:00,non-compliance,effecting an arrest,yes,normal,no,black,male,Incident officer #1 reported no force used against involved citizen after citizen experienced collision,incident_officer_1,devyn harris - 5190,5190,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,devyn harris,2816-2019-m
2803,2017-08-08T00:00:00Z,01:45:00,non-compliance,mental inquest warrant,yes,emotionally disturbed,no,black,male,NA,incident_officer_2,joshua risinger - 7703,7703,verbal directions,no,ecw cartridge deployed,yes,come-along,no,de-escalation techniques,no,NA,NA,NA,NA,NA,NA,NA,NA,joshua risinger,2803-2017-m
2038,2017-06-11T00:00:00Z,00:43:00,effect an arrest,self initiated,yes,excited,no,white,male,NA,incident_officer_1,andrew rodman - 7026,7026,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,andrew rodman,2038-2017-m
2594,2019-10-08T00:00:00Z,11:55:00,effect an arrest,call for service,no,emotionally disturbed,no,white,male,NA,incident_officer_4,jordan preston - 7177,7177,de-escalation techniques,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,jordan preston,2594-2019-m
1224,2017-04-18T00:00:00Z,10:00:00,active aggression,call for service,no,other,no,black,male,NA,incident_officer_2,elisha thompson - 7988,7988,ecw stun feature,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,elisha thompson,1224-2017-m
532,2017-02-21T00:00:00Z,17:16:00,arrest charge,call for service,yes,normal,no,white,male,NA,incident_officer_1,braden lammers - 7361,7361,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,braden lammers,532-2017-m
1101,2018-04-05T00:00:00Z,18:19:00,effect an arrest,criminal investigation,no,alcohol and drug impaired,yes,black,female,NA,incident_officer_1,matthew gammons - 7245,7245,verbal directions,no,take down,yes,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,matthew gammons,1101-2018-m
477,2018-02-07T00:00:00Z,02:29:00,failure to comply,mental inquest interview,yes,emotionally disturbed,no,white,male,NA,incident_officer_2,sean szpilla - 7649,7649,empty hand control,yes,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sean szpilla,477-2018-m
3451,2018-10-31T00:00:00Z,14:55:00,combative subject,call for service,yes,emotionally disturbed,no,white,female,NA,incident_officer_1,meagon thiele - 7296,7296,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,meagon thiele,3451-2018-m
1189,2019-04-17T00:00:00Z,07:33:00,combative subject,call for service,yes,drug impaired,no,white,male,NA,incident_officer_3,martez hughes - 7898,7898,verbal directions,no,empty hand control,yes,come-along,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,martez hughes,1189-2019-m
1240,2017-04-18T00:00:00Z,18:22:00,active aggression,call for service,yes,excited,yes,white,male,NA,incident_officer_2,michael conner - 7978,7978,empty hand control,no,hobble,yes,verbal directions,no,empty hand strikes,no,NA,NA,NA,NA,NA,NA,NA,NA,michael conner,1240-2017-m
1182,2019-04-16T00:00:00Z,20:14:00,active aggression,traffic stop,yes,alcohol impaired,no,white,male,NA,incident_officer_1,mark batson - 7851,7851,verbal directions,yes,empty hand strikes,yes,take down,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,mark batson,1182-2019-m
3448,2017-09-18T00:00:00Z,20:09:00,effect an arrest,criminal investigation,yes,other,no,black,male,NA,incident_officer_2,michael leek - 7053,7053,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,michael leek,3448-2017-m
2779,2018-08-22T00:00:00Z,19:40:00,resisting arrest,field interview contact,yes,alcohol and drug impaired,no,black,male,NA,incident_officer_1,david eades - 7826,7826,verbal directions,no,hobble,yes,empty hand control,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,david eades,2779-2018-m
3951,2018-12-11T00:00:00Z,00:03:00,combative subject,call for service,yes,alcohol and drug impaired,no,white,male,NA,incident_officer_2,stephen hobbs - 5148,5148,verbal directions,no,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stephen hobbs,3951-2018-m
211,2017-01-27T00:00:00Z,07:14:00,assaulting officer,other,yes,excited,yes,black,male,NA,incident_officer_1,sean jones - 7524,7524,empty hand control,no,de-escalation techniques,no,ecw cartridge deployed,yes,verbal directions,no,knee strike(s),no,NA,NA,NA,NA,NA,NA,sean jones,211-2017-m
3070,2019-12-06T00:00:00Z,20:30:00,combative subject,warrant service,yes,emotionally disturbed,no,black,female,NA,incident_officer_1,joshua weyer - 7271,7271,take down,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,joshua weyer,3070-2019-m
1022,2017-04-05T00:00:00Z,03:50:00,non-compliance,call for service,no,drug impaired,no,black,male,NA,incident_officer_3,Cody Richardson - 7178,7178,de-escalation techniques,no,empty hand control,yes,verbal directions,no,take down,yes,NA,NA,NA,NA,NA,NA,NA,NA,Cody Richardson,1022-2017-m
3500,2018-11-04T00:00:00Z,02:01:00,prevent harm to another,crowd control,no,alcohol impaired,no,black,male,NA,incident_officer_1,dwaine durrett - 7384,7384,empty hand strikes,yes,empty hand control,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dwaine durrett,3500-2018-m
950,2019-03-28T00:00:00Z,12:34:00,other-explain in narrative,other,yes,other,no,white,male,All incident officers except for SWAT Team did not use force against involved citizen; criminal barricade declared,incident_officer_2,matthew ernst - 7009,7009,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,matthew ernst,950-2019-m
4117,2017-11-17T00:00:00Z,22:28:00,resisting arrest,call for service,no,drug impaired,no,white,male,NA,incident_officer_1,jeff haddock- 7923,7923,de-escalation techniques,no,verbal directions,no,empty hand control,no,take down,no,NA,NA,NA,NA,NA,NA,NA,NA,jeff haddock,4117-2017-m
1621,2018-05-12T00:00:00Z,17:38:00,effect an arrest,self initiated,yes,other,yes,white,male,NA,incident_officer_1,stephanie kausky - 7084,7084,empty hand control,no,take down,no,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,stephanie kausky,1621-2018-m
3850,2018-12-06T00:00:00Z,21:58:00,effect an arrest,call for service,yes,normal,no,white,male,NA,incident_officer_2,eli johnston - 7048,7048,verbal directions,no,empty hand control,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,eli johnston,3850-2018-m
2159,2017-06-16T00:00:00Z,22:40:00,suicide attempts,call for service,yes,emotionally disturbed,no,white,male,NA,incident_officer_4,emilee hardin - 7436,7436,empty hand control,yes,verbal directions,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,emilee hardin,2159-2017-m
